timecentral,lat,lon,headwaysecs,scheduledheadwaysecs,HR,HS,PR,I_PW
2022-06-25 03:00:00,30.282486245791244,-97.73392383838384,1674.2654882154882,1710.3535353535353,0.9956399711399712,0.6113790143807546,1.004360028860029,194.0
2022-06-25 04:00:00,30.26084421052632,-97.72846905263158,2630.4326315789476,2023.578947368421,0.7060106098579784,0.8070685327109093,0.7060106098579783,74.0
2022-06-25 05:00:00,30.296163900543903,-97.72382535353535,1656.1232323232323,1643.6363636363637,0.9976544981800357,0.6997257431157073,0.9976544981800358,23.0
2022-06-25 06:00:00,30.2867730983823,-97.73009111340376,1565.8492654341367,1566.0841036645759,0.9978435770416798,0.6560444384121706,0.9978435770416798,1096.0
2022-06-25 07:00:00,30.28468222346976,-97.73280270336834,1507.8997935530604,1484.7645780514306,0.9829087966935544,0.5784373510991907,0.9829087966935545,3322.0
2022-06-25 08:00:00,30.283194989067653,-97.73220378487747,1500.065705054988,1478.9153150801162,0.9852874972586776,0.5410381176565009,0.9852874972586775,3408.0
2022-06-25 09:00:00,30.28321539695243,-97.73201002176836,1555.3460977015172,1512.0578462129458,0.9701886894320582,0.5117710688776111,0.9701886894320582,4553.0
2022-06-25 10:00:00,30.285009142786638,-97.73220978068417,1539.3654245966873,1508.7716154107159,0.9794234034751916,0.5182386278347623,0.9794234034751916,4134.0
2022-06-25 11:00:00,30.28762351125913,-97.73229585291332,1570.1420788902808,1517.0131076415412,0.9576126176992323,0.5068889952255422,0.9576126176992323,4731.0
2022-06-25 12:00:00,30.289686428788524,-97.73234550665613,1570.7313142058235,1529.0721840617591,0.9663837864435187,0.5275663003392124,0.9663837864435187,4660.0
2022-06-25 13:00:00,30.288783197134357,-97.73298694827271,1564.1622761216686,1527.4622063019854,0.9653134515374797,0.5471755062198845,0.9653134515374795,4667.0
2022-06-25 14:00:00,30.288546409362397,-97.73313954976807,1560.4227602098051,1525.2234181244883,0.969721007373789,0.5412891054244189,0.969721007373789,5628.0
2022-06-25 15:00:00,30.287549581919865,-97.73278071605391,1557.6015739127777,1517.1969071849883,0.9701528529371466,0.50578499825614,0.9701528529371466,6326.0
2022-06-25 16:00:00,30.286212794487753,-97.73353168866245,1530.792465164815,1496.6801915167885,0.9725861400566251,0.5018868156123195,0.9725861400566251,5617.0
2022-06-25 17:00:00,30.289185062334877,-97.7330195314564,1513.2924413804492,1470.4757678335534,0.9655515977625386,0.49385570223985376,0.9655515977625385,4232.0
2022-06-25 18:00:00,30.28844667979723,-97.73336173840043,1490.1117884472571,1413.4781246972975,0.9088499342584373,0.4788527609336014,0.9088499342584373,6339.0
2022-06-25 19:00:00,30.291209939429276,-97.73297568619829,1465.2278171865385,1405.8729310400674,0.9146812047860606,0.47621637275390727,0.9146812047860606,5375.0
2022-06-25 20:00:00,30.292363016918564,-97.73218335303407,1667.768093841642,1610.0519287164448,0.9495099931990179,0.5792465628085817,0.949509993199018,4057.0
2022-06-25 21:00:00,30.292782914219053,-97.73405530642003,1752.5947714868973,1702.9559221763946,0.9640698401778469,0.6530430877745177,0.9640698401778469,4237.0
2022-06-25 22:00:00,30.29294286443381,-97.7350635657325,1697.5091410344044,1664.2966051492367,0.9789525030837001,0.6910673245380377,0.9789525030837001,3353.0
2022-06-25 23:00:00,30.290101145925707,-97.73520696029165,1702.8414819194008,1637.5556212434722,0.9612622913011271,0.6254876641791873,0.9612622913011272,2373.0
